GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members,label,Age
F,N,Y,0,90000,Pensioner,Secondary / secondary special,Separated,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,57.85479452
M,N,Y,0,211500,Working,Secondary / secondary special,Single / not married,House / apartment,7.003974137,1,1,1,0,Core staff,1,0,27.59452055
M,Y,N,2,202500,Working,Higher education,Married,House / apartment,6.588926478,1,0,0,0,Drivers,4,0,32.15342466
F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,8.934718614,1,0,0,0,Core staff,2,0,43.7369863
F,Y,Y,0,112500,Working,Higher education,Married,House / apartment,6.224558429,1,1,1,0,Laborers,2,0,27.6739726
M,N,N,0,166500,Working,Secondary / secondary special,Single / not married,House / apartment,6.109247583,1,0,0,1,Laborers,1,0,23.01643836
F,N,Y,2,72000,Working,Secondary / secondary special,Married,House / apartment,8.611775834,1,1,1,0,Medicine staff,4,0,42.10410959
F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,7.748891337,1,0,0,0,Cleaning staff,2,0,56.0630137
F,N,N,0,157500,Working,Higher education,Married,House / apartment,7.721791777,1,0,0,0,Core staff,2,0,38.62465753
F,N,Y,1,67500,State servant,Secondary / secondary special,Civil marriage,House / apartment,5.252273428,1,0,0,0,Laborers,3,0,49.16986301
F,Y,Y,0,135000,Working,Secondary / secondary special,Separated,House / apartment,7.248504072,1,0,0,0,Laborers,1,0,44.41369863
F,Y,Y,0,207000,State servant,Higher education,Married,House / apartment,8.162231065,1,0,0,0,Medicine staff,2,0,61.36438356
M,Y,N,1,148500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.960323629,1,1,1,0,Drivers,3,0,35.42465753
F,N,N,0,112500,Commercial associate,Incomplete higher,Married,House / apartment,7.757478767,1,0,1,0,Laborers,2,0,27.88219178
F,N,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,6.9902565,1,0,0,0,Laborers,4,0,43.19452055
F,N,Y,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,7.636269603,1,0,0,0,Laborers,1,0,38.74794521
F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,8.855520849,1,1,1,0,Sales staff,2,0,55
F,N,Y,2,67500,Working,Secondary / secondary special,Separated,House / apartment,8.009030685,1,1,0,0,Sales staff,3,0,37.99452055
F,N,Y,0,306000,Commercial associate,Higher education,Married,House / apartment,8.141772205,1,1,1,1,Laborers,2,0,40.81369863
F,Y,Y,1,90000,State servant,Secondary / secondary special,Married,House / apartment,8.992681751,1,0,0,0,Medicine staff,3,0,48.03287671
M,Y,Y,1,360000,Working,Secondary / secondary special,Married,House / apartment,7.983440063,1,0,1,0,Laborers,3,0,57.52876712
F,N,Y,0,112500,Working,Incomplete higher,Civil marriage,House / apartment,7.467942332,1,0,0,0,Laborers,2,0,25.48219178
M,Y,Y,2,270000,Commercial associate,Higher education,Married,House / apartment,6.336825731,1,1,0,0,Managers,4,0,47.34246575
M,N,Y,0,450000,Commercial associate,Secondary / secondary special,Single / not married,With parents,7.156176637,1,0,0,0,Managers,1,0,28.39178082
F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,8.269244521,1,1,0,0,Security staff,2,0,49.39452055
F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.056426768,1,0,0,0,Sales staff,2,0,41.37808219
M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.338888134,1,0,0,0,Drivers,2,0,49.91232877
F,Y,Y,0,315000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,57.56712329
F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.110696123,1,0,0,0,Cooking staff,2,0,48.37260274
M,Y,Y,0,72000,Working,Higher education,Married,House / apartment,6.428105273,1,0,0,0,Security staff,2,0,59.99178082
F,N,N,2,81000,Working,Lower secondary,Single / not married,House / apartment,7.754910272,1,0,0,0,Sales staff,3,0,42.11780822
F,N,N,0,171000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,57.47123288
F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,5.459585514,1,0,0,0,Sales staff,3,0,39.55616438
F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,7.533158807,1,0,1,0,Laborers,2,0,38.57534247
F,Y,N,0,202500,State servant,Secondary / secondary special,Married,House / apartment,9.387649387,1,0,1,0,Medicine staff,2,0,53.69315068
M,N,Y,1,292500,State servant,Higher education,Married,House / apartment,8.164794804,1,0,0,1,Core staff,3,0,46.11780822
M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,8.637462024,1,0,1,0,Managers,4,0,43.90958904
F,N,Y,0,315000,Working,Secondary / secondary special,Separated,House / apartment,8.098946749,1,0,0,0,Laborers,1,0,41.79726027
F,Y,Y,1,405000,State servant,Secondary / secondary special,Married,House / apartment,6.008813185,1,0,1,1,Laborers,3,0,46.47123288
F,Y,Y,1,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.085178748,1,0,0,0,Sales staff,3,0,37.23561644
M,N,Y,0,198000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,67.56712329
M,Y,N,1,202500,Commercial associate,Higher education,Married,With parents,6.095824562,1,0,0,0,Managers,3,0,27.27671233
M,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,5.420534999,1,1,1,0,Drivers,1,0,28.95616438
F,N,Y,1,166500,Working,Secondary / secondary special,Married,House / apartment,8.991313336,1,0,1,0,Laborers,3,0,55.36438356
F,N,N,2,73350,Working,Secondary / secondary special,Married,House / apartment,8.863332833,1,0,0,0,Medicine staff,4,0,39.23561644
M,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,7.561641746,1,1,1,0,Laborers,3,0,33.00821918
F,N,N,0,103500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,66.70136986
F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,43.94520548
F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,Municipal apartment,12.80831816,1,0,0,0,Laborers,2,0,55.84109589
M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,5.631211782,1,1,0,0,Laborers,4,0,34.14246575
F,N,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,7.71154898,1,1,1,0,High skill tech staff,2,0,62.49589041
F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,7.41517511,1,1,1,0,Laborers,2,0,47.25753425
M,N,N,1,157500,Working,Secondary / secondary special,Married,House / apartment,7.284820913,1,0,0,0,Drivers,3,0,44.99726027
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,63.0630137
M,Y,Y,0,225000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,47.81917808
M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,6.797940413,1,0,0,0,Core staff,1,0,33.5890411
M,N,N,1,405000,Working,Secondary / secondary special,Married,With parents,7.19142933,1,0,0,0,Drivers,3,0,34.7260274
F,N,N,0,135000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,6.507277712,1,0,0,0,Laborers,1,0,52.39452055
F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,7.83715965,1,0,0,0,Laborers,2,0,28.33972603
F,N,N,0,247500,Working,Higher education,Married,House / apartment,8.909235279,1,1,1,0,Managers,2,0,38.72876712
M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,7.350516172,1,0,0,0,Laborers,1,0,37.82191781
F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,6.886531643,1,0,0,0,Laborers,2,0,28.64931507
M,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,60.62739726
F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,8.11342664,1,0,0,0,Laborers,1,0,41.19452055
F,N,N,0,67500,Working,Secondary / secondary special,Married,House / apartment,7.53689713,1,0,0,0,Sales staff,2,0,27.29589041
M,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,7.138073034,1,1,0,0,High skill tech staff,2,0,28.40547945
F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,7.531552381,1,0,1,0,Laborers,1,0,44.10684932
F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,7.358830898,1,0,0,0,Private service staff,2,0,30.14794521
M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,5.459585514,1,0,0,0,Drivers,2,0,48.17808219
F,Y,Y,2,135000,Working,Secondary / secondary special,Married,House / apartment,5.579729826,1,0,0,1,Drivers,4,0,33.9890411
F,N,Y,1,180000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,1,0,Laborers,3,0,51.99726027
F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,6.150602768,1,0,0,0,Laborers,2,0,64
M,N,N,1,247500,Working,Higher education,Single / not married,House / apartment,7.53369371,1,0,0,0,Laborers,2,0,37.85205479
M,Y,N,2,360000,Working,Secondary / secondary special,Married,House / apartment,7.83991936,1,1,0,0,Drivers,4,0,43.91780822
M,Y,N,1,193500,Working,Higher education,Married,House / apartment,8.293799609,1,1,1,0,Laborers,3,0,49.12876712
F,Y,Y,1,67500,Working,Secondary / secondary special,Married,House / apartment,7.425357887,1,0,1,1,Cooking staff,3,0,31.38082192
F,N,Y,0,306000,Working,Secondary / secondary special,Married,House / apartment,7.999007213,1,0,0,0,High skill tech staff,2,0,51.85479452
F,N,Y,0,153000,Pensioner,Secondary / secondary special,Separated,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,59.66575342
F,N,N,3,171000,Working,Secondary / secondary special,Married,House / apartment,8.161945799,1,1,1,0,High skill tech staff,5,0,37.51232877
F,N,N,0,112500,Working,Secondary / secondary special,Separated,House / apartment,5.231108617,1,0,0,0,Core staff,1,0,33.88767123
M,Y,Y,0,360000,Commercial associate,Incomplete higher,Married,House / apartment,6.167516491,1,0,0,0,Managers,2,0,54.33972603
M,N,Y,2,157500,Working,Secondary / secondary special,Married,House / apartment,7.26961675,1,0,0,0,Laborers,4,0,41.18082192
F,N,N,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,52.39726027
F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,9.069237531,1,1,1,0,Accountants,2,0,57.40547945
F,N,N,0,315000,Working,Secondary / secondary special,Separated,House / apartment,7.589841512,1,0,0,1,Core staff,1,0,48.1369863
F,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,7.032624261,1,0,0,0,Managers,1,0,24.93150685
M,N,N,3,180000,Working,Secondary / secondary special,Married,House / apartment,8.170468578,1,0,0,0,Laborers,5,0,39.02191781
F,N,N,0,180000,State servant,Incomplete higher,Married,House / apartment,8.001355026,1,0,0,0,Core staff,2,0,28.26027397
F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,9.283404943,1,0,0,0,Laborers,2,0,51.22739726
F,N,Y,0,135000,Pensioner,Incomplete higher,Separated,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,55.85753425
M,N,N,1,225000,Working,Higher education,Married,House / apartment,8.744009988,1,0,0,0,Core staff,3,0,37.6630137
F,N,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,57.50410959
F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.363575703,1,0,0,0,Low-skill Laborers,2,0,53.71780822
M,Y,N,0,292500,Working,Secondary / secondary special,Single / not married,House / apartment,7.330405212,1,0,1,0,Drivers,1,0,38.35342466
F,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,4.48863637,1,1,0,0,Managers,4,0,31.54794521
F,N,Y,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,8.843615092,1,0,0,0,High skill tech staff,2,0,56.05205479
F,N,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,7.499423291,1,0,0,0,Core staff,1,0,48.87671233
M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,8.052933037,1,1,1,0,Laborers,2,0,41.51506849
M,Y,N,2,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.255828427,1,0,0,0,Laborers,4,0,40.09863014
M,N,N,0,360000,Commercial associate,Higher education,Married,House / apartment,7.508238775,1,0,1,0,Managers,2,0,55.76438356
F,N,Y,0,126000,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,66.81369863
M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,7.407924323,1,0,1,0,Drivers,2,0,27.3369863
F,N,Y,2,54000,Working,Higher education,Married,House / apartment,8.425077903,1,1,0,0,Cleaning staff,4,0,30.87123288
F,N,N,1,76500,Working,Higher education,Married,House / apartment,6.665683718,1,1,1,0,Sales staff,3,0,43.60273973
M,N,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,7.766840537,1,0,0,0,Laborers,2,0,47.81917808
F,N,Y,1,112500,State servant,Incomplete higher,Civil marriage,House / apartment,8.180320875,1,0,1,0,Secretaries,3,0,29.93424658
F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,57.11780822
M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.761744985,1,1,0,0,Laborers,2,0,29.89041096
F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,6.65544035,1,1,1,0,Core staff,2,0,36.19452055
F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,7.740229525,1,0,0,0,Laborers,2,0,57.61643836
F,N,N,0,67500,Working,Secondary / secondary special,Married,Municipal apartment,9.345832341,1,0,0,0,Cooking staff,2,0,49.76712329
M,Y,Y,0,191399.3262,Working,Secondary / secondary special,Single / not married,House / apartment,6.021023349,1,1,0,0,Laborers,1,0,28.45479452
M,N,N,1,202500,Working,Secondary / secondary special,Separated,House / apartment,6.609349243,1,1,1,0,Laborers,2,0,22.66849315
F,N,Y,2,58500,Working,Higher education,Married,House / apartment,8.691146499,1,0,0,0,Core staff,4,0,38.98082192
F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,6.139884552,1,0,0,0,Laborers,2,0,58.35616438
F,N,Y,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,5.953243334,1,0,0,1,Laborers,1,0,33.8630137
F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,7.813995675,1,0,0,0,Sales staff,2,0,41.8630137
F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,8.214465161,1,0,0,1,Medicine staff,2,0,47.9260274
F,Y,Y,0,144000,Working,Secondary / secondary special,Married,House / apartment,7.626082758,1,0,0,0,Core staff,2,0,36.8630137
M,N,Y,0,112500,Commercial associate,Higher education,Married,House / apartment,6.694562059,1,1,0,1,Managers,2,0,59.18082192
M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.190631681,1,0,0,0,Managers,2,0,52.07671233
F,N,Y,0,81000,Working,Secondary / secondary special,Single / not married,House / apartment,7.805474625,1,0,1,0,Laborers,1,0,52.63013699
F,N,N,2,193500,Working,Higher education,Married,With parents,8.937743937,1,1,1,0,Laborers,4,0,41.1260274
M,Y,Y,1,144000,Working,Secondary / secondary special,Married,House / apartment,6.975413927,1,0,0,1,Drivers,3,0,23.82465753
F,N,Y,0,292500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,61.85205479
F,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,7.009408933,1,1,1,0,Sales staff,3,0,47.29315068
M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,7.935945103,1,0,0,0,Drivers,2,0,50.23287671
F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,6.464588304,1,0,0,0,Sales staff,2,0,42.35342466
M,Y,Y,0,202500,Commercial associate,Secondary / secondary special,Married,Rented apartment,7.883823215,1,0,0,0,Laborers,2,0,28.71780822
F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,7.26961675,1,0,0,0,Private service staff,2,0,31.09041096
F,N,Y,0,112500,Working,Higher education,Married,House / apartment,8.29504914,1,0,0,0,Accountants,2,0,33.1890411
F,N,Y,1,112500,Working,Higher education,Married,House / apartment,7.699389406,1,0,1,0,Sales staff,3,0,37.41369863
M,N,N,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.59822003,1,1,1,0,Drivers,3,0,37.09041096
F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,43.94520548
M,Y,N,0,292500,Commercial associate,Higher education,Single / not married,House / apartment,8.210668031,1,1,1,0,Laborers,1,0,38.49315068
M,Y,Y,1,405000,State servant,Higher education,Married,House / apartment,8.500453867,1,0,0,0,Managers,3,0,31.59452055
F,N,Y,0,193500,Working,Secondary / secondary special,Married,House / apartment,9.345570321,1,0,1,0,Laborers,2,0,57.60547945
F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,8.634442751,1,0,1,0,Laborers,2,0,48.58356164
F,N,Y,2,115200,Commercial associate,Secondary / secondary special,Married,House / apartment,6.573680167,1,0,0,0,Laborers,4,0,40.75616438
F,Y,N,0,56250,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.47123288
M,Y,Y,1,180000,Commercial associate,Higher education,Married,House / apartment,7.290292882,1,0,0,1,Laborers,3,0,41.45479452
F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,7.214504414,1,0,0,1,Sales staff,2,0,45.49315068
M,Y,Y,1,202500,Working,Secondary / secondary special,Married,House / apartment,5.746203191,1,1,0,0,Laborers,3,0,27.99452055
F,Y,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,7.469083885,1,0,1,0,Sales staff,3,0,40.91780822
F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,8.670772279,1,0,0,0,Managers,2,0,43.6739726
F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,12.80831816,1,0,1,0,Laborers,1,0,66.68493151
M,N,Y,1,225000,Working,Secondary / secondary special,Married,House / apartment,7.424761762,1,0,0,0,Drivers,3,0,44.61917808
F,Y,N,0,191399.3262,Working,Incomplete higher,Single / not married,House / apartment,8.032035314,1,1,0,0,Managers,1,0,31.24931507
M,Y,Y,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,8.026496939,1,0,0,0,Laborers,1,0,49.56986301
M,N,Y,0,85500,State servant,Secondary / secondary special,Separated,Co-op apartment,9.07532216,1,1,1,0,Core staff,1,0,45.32054795
F,N,Y,0,157500,Pensioner,Secondary / secondary special,Separated,House / apartment,12.80831816,1,0,0,0,Laborers,1,0,61.26575342
F,N,Y,0,270000,Working,Higher education,Married,House / apartment,5.231108617,1,0,0,1,Laborers,2,0,25.07945205
F,N,Y,1,157500,Working,Secondary / secondary special,Separated,Municipal apartment,6.43775165,1,0,0,0,Sales staff,2,0,36.5890411
F,N,Y,0,360000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,62.97260274
F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.77808219
F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.95342466
M,Y,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,67.34246575
F,N,Y,0,112500,Working,Secondary / secondary special,Single / not married,House / apartment,7.230563153,1,0,1,0,High skill tech staff,1,0,43.39452055
M,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,5.730099783,1,0,0,0,Core staff,1,0,25.16986301
M,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,6.837332815,1,0,0,1,Laborers,1,0,32.13150685
F,N,Y,0,202500,State servant,Secondary / secondary special,Single / not married,House / apartment,8.600982717,1,0,0,0,Medicine staff,1,0,63.94794521
F,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,5.384495063,1,0,0,0,Laborers,2,0,26.4739726
M,Y,N,2,225000,State servant,Higher education,Married,With parents,7.338888134,1,0,0,0,High skill tech staff,4,0,29.96438356
F,Y,N,0,108000,Working,Secondary / secondary special,Married,With parents,8.069342367,1,1,0,0,Laborers,2,0,33.55890411
F,N,Y,0,225000,Working,Secondary / secondary special,Widow,House / apartment,7.62900389,1,0,0,0,Sales staff,1,0,52.74520548
F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,7.088408779,1,0,1,0,Laborers,2,0,42.24931507
M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,7.295056416,1,1,1,0,Laborers,3,0,51.28493151
F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,57.7369863
F,Y,N,0,90000,Working,Higher education,Single / not married,House / apartment,8.609407675,1,1,1,0,Core staff,1,0,43.75068493
M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,6.556778356,1,1,0,0,Low-skill Laborers,2,0,45.09315068
F,N,Y,0,103500,Working,Secondary / secondary special,Married,House / apartment,9.462654301,1,1,1,0,Managers,2,0,61.55068493
F,Y,N,0,72000,Working,Secondary / secondary special,Married,House / apartment,5.424950017,1,1,1,0,Medicine staff,2,0,41.60273973
F,Y,Y,0,135000,Working,Lower secondary,Married,House / apartment,6.432940093,1,0,1,0,High skill tech staff,2,0,44.96712329
M,Y,Y,0,495000,Working,Secondary / secondary special,Single / not married,Rented apartment,8.589141691,1,0,0,0,Cooking staff,1,0,39.3369863
M,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.871785969,1,0,0,0,Laborers,2,0,37.87945205
M,N,N,1,360000,Working,Higher education,Married,House / apartment,6.150602768,1,1,1,0,Managers,3,0,30.44383562
F,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.818926087,1,1,1,0,Cleaning staff,2,0,52.08219178
M,Y,Y,1,225000,State servant,Higher education,Married,House / apartment,7.720905252,1,0,1,0,Core staff,3,0,34.96712329
F,N,Y,0,135000,Working,Higher education,Single / not married,House / apartment,7.032624261,1,0,0,0,Managers,1,0,24.93150685
F,N,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,58.87671233
F,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,8.583916823,1,0,0,0,Laborers,2,0,36.93972603
M,Y,Y,0,450000,Working,Secondary / secondary special,Single / not married,House / apartment,8.181440696,1,0,0,0,High skill tech staff,1,0,43.7260274
F,N,Y,0,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,7.80016307,1,0,0,0,Accountants,1,0,50.89589041
M,N,Y,0,225000,State servant,Higher education,Married,House / apartment,5.099866428,1,0,0,0,Laborers,2,0,24.6739726
F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,8.736489351,1,0,0,0,High skill tech staff,2,0,53.23561644
F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,8.333510709,1,0,0,0,Laborers,1,0,46.21369863
F,Y,N,0,95850,Commercial associate,Secondary / secondary special,Married,House / apartment,8.806573821,1,1,0,0,Laborers,2,0,51.86575342
F,N,Y,0,112500,Working,Higher education,Married,With parents,6.715383386,1,0,0,0,Core staff,2,0,25.50684932
F,N,Y,0,126000,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,7.61283103,1,1,1,0,Laborers,2,0,28.54246575
F,N,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,6.791221463,1,0,0,0,Sales staff,2,0,42.71232877
F,N,Y,0,112500,Working,Incomplete higher,Civil marriage,House / apartment,7.467942332,1,0,0,0,Laborers,2,0,25.48219178
F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,8.711937268,1,0,1,0,Laborers,3,0,44.47671233
M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,7.480992163,1,1,0,0,Laborers,1,0,27.85205479
M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,5.241747015,1,0,0,1,Managers,1,0,27.88219178
F,N,Y,0,202500,Working,Incomplete higher,Single / not married,House / apartment,8.893984439,1,0,0,0,Core staff,1,0,50.94794521
F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,64.01369863
F,Y,Y,1,135000,Commercial associate,Incomplete higher,Civil marriage,House / apartment,6.530877628,1,0,1,0,Laborers,3,0,31.42191781
F,Y,Y,2,315000,State servant,Secondary / secondary special,Married,House / apartment,7.106606138,1,0,0,0,Managers,4,0,33.83013699
F,N,N,1,387000,Commercial associate,Higher education,Married,House / apartment,6.588926478,1,0,0,0,Laborers,3,0,41.69863014
F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,56.67945205
F,Y,N,0,185400,Commercial associate,Secondary / secondary special,Married,House / apartment,8.079927771,1,0,0,0,Laborers,2,0,40.40273973
F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,4.574710979,1,1,0,0,Laborers,2,0,46.23561644
F,Y,N,1,225000,Working,Higher education,Civil marriage,House / apartment,6.887552572,1,1,1,0,Core staff,3,0,37.0630137
M,Y,Y,1,810000,Commercial associate,Incomplete higher,Civil marriage,Office apartment,8.147577736,1,0,0,0,Security staff,3,0,49.10136986
F,N,Y,0,126000,Working,Higher education,Married,House / apartment,6.131226489,1,0,1,1,Core staff,2,0,27.60273973
F,N,N,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,2,0,62.33424658
F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,8.214465161,1,0,0,1,Sales staff,3,0,44.60273973
M,N,Y,1,157500,Working,Secondary / secondary special,Civil marriage,House / apartment,8.604104563,1,0,0,0,Laborers,3,0,55.65753425
F,N,Y,0,180000,Pensioner,Higher education,Married,House / apartment,12.80831816,1,0,1,0,Laborers,2,0,55.16438356
F,N,Y,0,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,9.473473572,1,1,0,0,Core staff,1,0,56.37534247
M,Y,Y,1,270000,Pensioner,Secondary / secondary special,Married,House / apartment,12.80831816,1,0,0,0,Laborers,3,0,42.44657534
F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,8.613775289,1,0,1,0,Laborers,2,0,46.96712329
F,N,N,0,103500,Working,Higher education,Married,House / apartment,8.800867242,1,1,1,0,Laborers,2,0,43.80547945
F,N,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,8.610319169,1,0,0,0,Core staff,2,0,37.04109589
F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,5.398162702,1,0,0,0,Medicine staff,2,0,54.99726027
M,Y,N,2,112500,Working,Higher education,Married,House / apartment,4.844187086,1,0,0,0,Drivers,4,0,40.16164384
